PROMOCION;MES;SKU ;PRODUCTO;LABORATORIO;FECHA;DESCUENTO
HOT SALES;DICIEMBRE;65127;Ureadin 10 Locion X 1000 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;74011;Capri Syndet Ducha X 500 Ml;ISDIN COLOMBIA S.A.S.;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;65124;Isdinceutics Retinal Intense X 50 Ml Isdin;ISDIN COLOMBIA S.A.S.;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59078;Neotone Prevent Mineral Tinte Spf 50+ X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;30%
HOT SALES;DICIEMBRE;59035;Vitiskin X 50 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59073;Metroruboril Az X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59057;Bodytone Reveal Leche *100 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59007;Unitone 4 White Advanced Suero X 15 ML Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59038;Bodytone White X 100 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59001;Teen Derm Aqua X 250 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59002;Teen Derm K Concentrate X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59005;Aquaruboril Solucion Micelar X 250 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59006;Teen Derm Gel X 150 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59014;Ruboril Expert Tinte Spf 50+ X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59018;Neotone Suero X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59020;Light Eyes Dark Circle X 15 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59021;Light Eyes Spf 30 X 15 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59029;Uveblock 50+ Invisible Fluid X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59031;Secalia Ds X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59032;Secalia Balm X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59033;Sensylia X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59034;Suavigel X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59036;Secalia AHA X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59070;Geneskin C Premium *10 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59039;Ruboril Expert M X 40 Gr Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59040;Ruboril Expert S X 40 Gr Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59041;Ilcapil Kr Champú X 150 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59042;Keloplast Scars Spf 50+ X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59043;Keloplast Cracks X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59044;Uveblock 30 Clean Derm Spf 30 X 40 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59045;Uveblock 50+ Day Secure X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59046;Uveblock Spf 80 Invisible Cream X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59048;Uveblock 50+ Lait Lotion X 100 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59049;Uveblock 50+ Light Tinted Fluid X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59051;Uveblock Spf 50+ Kids Spray X 200Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59053;Urelia 50 Balsamo Hidratante X 40 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59054;Urelia Gel Nettoyant X 200 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59055;Uveblock 80 Tinted Crema X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59056;Ruboril Leche Desmaquillante X 250 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59069;Geneskin Lif Smoothing Cream *50 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59063;Teen Derm Hydra X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59064;Xerolan *150 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59065;Ruboril Expert Intense X 15 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59071;Geneskin Lift Baume Gel *50 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59067;Teen Derm Alpha Pure X 30 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59072;Geneskin Lift Lifting Serum;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59068;Geneskin White Lightening Serum*28 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59095;Glyco-A Body X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59099;Glyco-A Foamer X 100 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59096;Glyco-A Intense Peeling X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59074;Teen Derm K X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59075;Teen Derm Gel Sensitive X 250 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59004;Glyco-A Medium Peeling 12% X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59097;Glyco-A Post Peeling X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59098;Glyco-A Soft Peeling X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59079;Sensylia Agua Micellare X 250 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59080;Uveblock 50+ Mineral Color X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59081;Uveblock 50+ Mineral X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59082;Uveblock 50+ Spray X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59083;Teen Derm Aqua X 100 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59085;Secalia Ultra X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59086;Uveblock Toque Seco Spf 30+ X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59100;Neotone Aqua X 250 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59088;Secalia Shower Cream X 200 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59089;Secalia Shower Cream X 400 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59090;Urelia 10 Crema Gel X 150 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59091;Uveblock Dry Touch Spf 50+ X 40 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59094;Neotone Aqua X 400 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59093;Teen Derm Aqua X 200 Ml;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;59092;Neotone Body X 100 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59076;Neotone Eyes X 15 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59066;Neotone Gel X 150 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59087;Neotone Prevent Mineral Light Tinte Spf 50+ X 30 Ml Isisphamra;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59028;Neotone Radiance Spf 50+ X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59102;Neotone Radiance Tono Claro Spf 50+ X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59101;Neotone Radiance Tono Medio Spf 50+ X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59077;Neotone Sensitive X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;35%
HOT SALES;DICIEMBRE;59103;Teen Derm Az X 30 Ml Isispharma;ISISPHARMA;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86002;Capuchina Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;86004;Quinina Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;86015;Quinina Balsamo X 200Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;26635;Aquatic Mint Sh 200Ml (Menta) Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86001;Granada Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86003;Ortiga Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86005;Quinina Champu X 400 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86007;Centaurea Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86009;Mango Champu X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86011;Avena Champu Seco X 150 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86012;Ortiga Champu Seco X 150 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86013;Granada Balsamo Crema X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86014;Camomila Balsamo Crema X 200Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86016;Mango Balsamo X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86040;Camomila Shampo X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;86042;Avena Shampoo X 200 Ml Klorane;KLORANE;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;21061;Lipikar Gel Fluido x 400 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;21004;Agua Thermal X 150 Ml Laroche- Posay;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21005;Anthelios Dermoped Spf 50+ Leche X 100 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21010;Effaclar Concentrado Barra X 70Gr;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;210100;Retinol B3 Serum X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21011;Effaclar Gel Purificante Piel Grasa X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21016;Lipikar Syndet X 400Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21020;Cicaplast Gel B5 X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21021;Pure Vitamin C Ojos X 15Gr;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21022;Pure Vitamin C Ligera X 40 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21026;Kerium Ds Intensivo X 125Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21029;Effaclar H X 40 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21031;Pure Vitamin C Uv Spf 25 X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21036;Kerium Anticaida Shampoo X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21039;Effaclar Duo [+] X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21041;Effaclar Eau Micellaire X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21045;Solution Micellare X 200Ml La Roche Posay;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21048;Cicaplast Balm B5 X40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21051;Redermic R X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21052;Effaclar Mat X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21058;Effaclar Gel Purificante Piel Grasa X 400Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21059;Anthelios Xl Toque Seco Spf 50 X 50Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21062;Redermic R Ojos X 15Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21066;Pigmentclar Serum X 30Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21067;Pigmentclar Ojos X 15Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21069;Cicaplast Levres Labios X 7.5Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21073;Effaclar Bb Blur Natural Spf 24 X 30Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21075;Anthelios 50+ Leche/Lotion Confort X 250 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21076;Anthelios Xl Toque Seco Color Spf 50+ X 50Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21079;Anthelios Bruma Fresca X 75 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21082;Effaclar Duo Spf 30 X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21083;Toleriane Teint Mineral Compacto Spf 25;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21084;Lipikar Gel Lavante X 400 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21085;Hyalu B5 Serum X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21086;Hyalu B5 Cuidado Reparador Antiarrugas X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21088;Anthelios Sun Intolerance Spf 50+;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21089;Anthelios Dermo-Pediatrics Wet Skin X 250Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21091;Toleriane Dermallegro Fluido X 40Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21094;Toleriane Sensitive X 40Ml( Dermallergo Crema);LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21096;Hyalu B5 Ojos X 15 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21099;Pure Vitamin C10 X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21100;Anthelios 50+ Shaka Color Fluid X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21101;Lipikar Biome Ap+ M X 400Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21102;Lipikar Biome Ap+ M X 200 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21103;Effaclar Gel Purificante Micro-Exfoliante X 400Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21104;Effaclar Gel Purificante Micro-Exfoliante X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21107;Anthelios Dermo- Pediatrics Spray Invisible X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21108;Anthelios Invisible Spray 50+ X 200Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21109;Anthelios Mineral One Tinte Medium 02 X30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21111;Hyalu B5 Ampolletas 1.8 Ml X7 Unidades;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21112;Anthelios Age Correct Spf50 X 50Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21113;Anthelios Age Correct Color Spf50 X 50Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21114;Effaclar Serum Ultra Concentrado X 30Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21119;Hyalu B5 Aquagel Spf 30 X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21120;Anthelios Uvmune 400 Fluido Invisible Spf50+ X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21121;Anthelios Uvmune 400 Fluido Invisible Color Spf50+ X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21122;Cerave Crema Reparadora De Manos X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21123;Cerave Crema Hidratante X 170 Gr;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21124;Cerave Crema Hidratante X 454 Gr;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21125;Cerave Gel Limpiador X 473 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21126;Cerave Locion Hidratante Facial Spf25 X 52 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21127;Cerave Limpiador Hidratante X 473 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21128;Cerave Locion Hidratante X 236 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21129;Cerave Locion Hidratante X 473 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21130;Anthelios Mineral One Tone 03 X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21131;Anthelios Oil Correct X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21132;Anthelios Pigment Correct Light X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21133;Lipikar Baume Light Ap+M X 400 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21134;Lipikar Baume Light Ap+M X 200 Ml Eco Tube;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21135;Lipikar Baume Ap+M X 200 Ml Eco Tube;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21136;Effaclar H Iso-Biome X 40 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21137;Pure Niacinamida 10 Serum X 30 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21138;Effaclar Serum Ultra Concentrado X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;21139;Anthelios 100KA Spf 50+ X 50 Ml;LA ROCHE POSAY;DEL 28 AL 31 DE DICIEMBRE;15%
HOT SALES;DICIEMBRE;06011;Primax Crema 1% X 20 Ml;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06008;Emclarex Crema X 30Gr;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06009;Emclarex Gel X 30Gr;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06014;Prot Cell X 250 Ml;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06032;Gel Exfoliante Facial X 60Gr;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06035;Limpiadora Micelar Juventus X 240 Ml Piel Mixta A Grasa;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;06038;Prot Cell X 150 Ml;LABORATORIOS BUSSIE S.A;DEL 28 AL 31 DE DICIEMBRE;10%
HOT SALES;DICIEMBRE;08012;Desonida Dermac 0.1% Crema X 15 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;08019;Leniderm Locion X 240 Gr Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;08102;Nopter Repelente X 60 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 28 AL 31 DE DICIEMBRE;20%
HOT SALES;DICIEMBRE;08014;Efal Liquido X 270 Ml Siegfried;LABORATORIOS SIEGFRIED S.A.;DEL 28 AL 31 DE DICIEMBRE;20%
